x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.30618295073509216,0.8023386001586914,1.9427709219144162e-07,0.3651723563671112,0.7388575077056885,-0.01299754437059164,0.40675950050354004,0.6471362113952637,-0.0300556980073452,0.4381812810897827,0.5690488219261169,-0.051551349461078644,0.46006250381469727,0.48658987879753113,-0.07108652591705322,0.3491651713848114,0.47017717361450195,-0.012702393345534801,0.36523962020874023,0.3610997796058655,-0.03638036921620369,0.3723134994506836,0.2825942933559418,-0.049962710589170456,0.37043437361717224,0.21699398756027222,-0.059698812663555145,0.31802281737327576,0.46671903133392334,-0.024684756994247437,0.3935660123825073,0.40107518434524536,-0.06496011465787888,0.4278181195259094,0.48858562111854553,-0.07315153628587723,0.42636746168136597,0.5589343309402466,-0.06853166222572327,0.29409530758857727,0.48968929052352905,-0.039155013859272,0.37533146142959595,0.4545610249042511,-0.07954903692007065,0.40171247720718384,0.5544652938842773,-0.07025133818387985,0.3964911699295044,0.6228168606758118,-0.052327319979667664,0.27649611234664917,0.5333104729652405,-0.055202603340148926,0.34614330530166626,0.514163613319397,-0.08242589235305786,0.369159996509552,0.5777513980865479,-0.07519614696502686,0.36333325505256653,0.6283574104309082,-0.061888668686151505,1
0.3080381155014038,0.8010677695274353,1.9443722010237252e-07,0.36557555198669434,0.7384923696517944,-0.0133226178586483,0.40700918436050415,0.6466987133026123,-0.030595963820815086,0.43830209970474243,0.568763256072998,-0.05213363096117973,0.45988428592681885,0.48674923181533813,-0.07169472426176071,0.34956488013267517,0.47115564346313477,-0.014216381125152111,0.36554527282714844,0.3607802987098694,-0.038576576858758926,0.3729492127895355,0.2823580801486969,-0.052237991243600845,0.3712959289550781,0.21649712324142456,-0.061921920627355576,0.31857383251190186,0.4676339626312256,-0.026068754494190216,0.394014835357666,0.4008042812347412,-0.06715184450149536,0.42714476585388184,0.49073657393455505,-0.07515444606542587,0.42442184686660767,0.5616416335105896,-0.0702311173081398,0.2945232391357422,0.48997950553894043,-0.04037322849035263,0.3753091096878052,0.4533258080482483,-0.08150055259466171,0.40071654319763184,0.5546425580978394,-0.07176962494850159,0.3947042226791382,0.622593104839325,-0.05340678617358208,0.2764272689819336,0.5331435203552246,-0.05621348321437836,0.3459521532058716,0.5143960118293762,-0.0839402973651886,0.36896049976348877,0.5788038372993469,-0.07652714848518372,0.3631608188152313,0.6288756132125854,-0.06301691383123398,1
0.3068465292453766,0.8023227453231812,2.0642859510644485e-07,0.36635857820510864,0.7397250533103943,-0.013703550212085247,0.4078787565231323,0.648661732673645,-0.030792098492383957,0.4382196366786957,0.5703895092010498,-0.052167680114507675,0.46070313453674316,0.48856616020202637,-0.07149699330329895,0.3499031960964203,0.47284436225891113,-0.012796356342732906,0.3663938045501709,0.36330005526542664,-0.03607667610049248,0.3735656142234802,0.28419241309165955,-0.049360763281583786,0.37207621335983276,0.21803084015846252,-0.05901489406824112,0.3189815878868103,0.4688813388347626,-0.024219492450356483,0.39326655864715576,0.4019707441329956,-0.06369155645370483,0.428647518157959,0.4853803515434265,-0.07183052599430084,0.4286525249481201,0.5539374947547913,-0.06755421310663223,0.2954670190811157,0.4910484552383423,-0.03821104019880295,0.3762500286102295,0.4541485011577606,-0.07778771221637726,0.40233442187309265,0.5518506169319153,-0.0688384473323822,0.39676234126091003,0.6185480952262878,-0.05162018910050392,0.27847492694854736,0.5335580706596375,-0.05384629964828491,0.348347544670105,0.514789879322052,-0.0804111510515213,0.37032586336135864,0.5779298543930054,-0.07344017177820206,0.3635028302669525,0.6272518634796143,-0.06068853661417961,1
0.3068532943725586,0.802179217338562,2.09765516956395e-07,0.3659100830554962,0.7396789789199829,-0.013593219220638275,0.40745794773101807,0.6482953429222107,-0.03110220842063427,0.4386081099510193,0.5705302953720093,-0.052849482744932175,0.46019864082336426,0.48728424310684204,-0.07258393615484238,0.3484817445278168,0.46944496035575867,-0.012979086488485336,0.36562108993530273,0.361387699842453,-0.03684829920530319,0.3733411133289337,0.2823859751224518,-0.05074987933039665,0.3717424273490906,0.21615764498710632,-0.06078719347715378,0.3175126314163208,0.46647706627845764,-0.024669351056218147,0.3934696614742279,0.40148621797561646,-0.06452593952417374,0.4282948672771454,0.4880675673484802,-0.07277513295412064,0.42717528343200684,0.5559918880462646,-0.06854207813739777,0.2943885028362274,0.489937424659729,-0.03893270343542099,0.37648671865463257,0.45435085892677307,-0.07904896885156631,0.402140349149704,0.5540221929550171,-0.06977813690900803,0.3957933783531189,0.6201667785644531,-0.05223962292075157,0.2782783508300781,0.5339460372924805,-0.05481845885515213,0.34880995750427246,0.5147597193717957,-0.08195852488279343,0.3704340159893036,0.5797817707061768,-0.07473129779100418,0.362903892993927,0.6297164559364319,-0.06168510019779205,1
0.30687692761421204,0.8039720058441162,1.821515667188578e-07,0.36604490876197815,0.7422739267349243,-0.014043526723980904,0.4085122048854828,0.64964759349823,-0.031050115823745728,0.4395036995410919,0.570576548576355,-0.0521806962788105,0.4614948034286499,0.4882277846336365,-0.0712946206331253,0.3509972393512726,0.47230368852615356,-0.012663998641073704,0.36745038628578186,0.3632643222808838,-0.035363148897886276,0.3745564818382263,0.2852938175201416,-0.048100948333740234,0.37313657999038696,0.22021260857582092,-0.05743515118956566,0.3204216957092285,0.46829792857170105,-0.02368219569325447,0.3952995240688324,0.4043393135070801,-0.06261424720287323,0.4288872480392456,0.49167290329933167,-0.07006600499153137,0.4270842671394348,0.5610333681106567,-0.06542167067527771,0.29679739475250244,0.49030014872550964,-0.037335000932216644,0.37732625007629395,0.45441246032714844,-0.07678679376840591,0.4021792709827423,0.5539668798446655,-0.06760139763355255,0.39575138688087463,0.6210144758224487,-0.050334084779024124,0.27925050258636475,0.53279048204422,-0.052628811448812485,0.34833070635795593,0.5145045518875122,-0.07962597161531448,0.3696269392967224,0.5789116621017456,-0.07293421775102615,0.36234134435653687,0.6286924481391907,-0.06040744483470917,1
0.30811983346939087,0.8022691607475281,1.9098210657375603e-07,0.36740249395370483,0.738922119140625,-0.013663600198924541,0.4095277190208435,0.6470853090286255,-0.031021922826766968,0.44076699018478394,0.569270133972168,-0.052576374262571335,0.4620986878871918,0.48635798692703247,-0.07214754819869995,0.35117119550704956,0.46844783425331116,-0.01311707403510809,0.3674531579017639,0.3594486713409424,-0.03697015345096588,0.37441980838775635,0.279981791973114,-0.05080259591341019,0.3719269037246704,0.21351107954978943,-0.06071668118238449,0.31982094049453735,0.4657144546508789,-0.02452000416815281,0.39544451236724854,0.4050067067146301,-0.06435456871986389,0.4289390444755554,0.49421975016593933,-0.07222390919923782,0.42674195766448975,0.5628626942634583,-0.06772050261497498,0.2961390018463135,0.4892593026161194,-0.03852872923016548,0.37775248289108276,0.4560309648513794,-0.07857350260019302,0.40255996584892273,0.5562055706977844,-0.06885546445846558,0.3958103358745575,0.6222343444824219,-0.051012516021728516,0.27906858921051025,0.5328021049499512,-0.05418694391846657,0.3490074872970581,0.5149896740913391,-0.08127514272928238,0.3702239692211151,0.5800480246543884,-0.07381394505500793,0.36260414123535156,0.6294507384300232,-0.0605710968375206,1
0.30785706639289856,0.8030266165733337,1.818724513213965e-07,0.3675697445869446,0.7374801635742188,-0.012513459660112858,0.4095113277435303,0.6452668905258179,-0.029013168066740036,0.44114434719085693,0.5671340823173523,-0.0500498041510582,0.463965505361557,0.48533129692077637,-0.06911517679691315,0.35013091564178467,0.47027841210365295,-0.010934542864561081,0.3673017621040344,0.3627774119377136,-0.034117359668016434,0.37464895844459534,0.2850484848022461,-0.046935323625802994,0.3736295700073242,0.219865083694458,-0.056081902235746384,0.3195616602897644,0.4667701721191406,-0.02273135632276535,0.3957083821296692,0.40255504846572876,-0.0627875030040741,0.4292339086532593,0.4930485785007477,-0.0701834037899971,0.42782703042030334,0.5645071864128113,-0.06482577323913574,0.29642143845558167,0.48860228061676025,-0.037144266068935394,0.37828540802001953,0.45416826009750366,-0.07768543064594269,0.4033069312572479,0.5554056763648987,-0.06823849678039551,0.3975967466831207,0.6238617300987244,-0.05002579465508461,0.27943164110183716,0.530696451663971,-0.053045183420181274,0.3494621515274048,0.5119374394416809,-0.08030874282121658,0.37136369943618774,0.5768839120864868,-0.07314188778400421,0.3647582232952118,0.6274212598800659,-0.059860121458768845,1
0.3075360357761383,0.8027645349502563,1.798774889039123e-07,0.367190420627594,0.7378981113433838,-0.011813254095613956,0.40901970863342285,0.6463572978973389,-0.028398538008332253,0.44106826186180115,0.5692898035049438,-0.04977133125066757,0.46326225996017456,0.4869261682033539,-0.06922567635774612,0.35027459263801575,0.46955186128616333,-0.009603064507246017,0.3680807948112488,0.36174899339675903,-0.03296545520424843,0.3757847249507904,0.28377407789230347,-0.046124350279569626,0.37421536445617676,0.21885672211647034,-0.05551411956548691,0.3201258182525635,0.465994268655777,-0.02215159870684147,0.397349089384079,0.40402430295944214,-0.06221768632531166,0.4307935833930969,0.49626532196998596,-0.06950318813323975,0.4284631609916687,0.5657585263252258,-0.06413280218839645,0.2971135377883911,0.48805859684944153,-0.0373932421207428,0.3800142705440521,0.4543527364730835,-0.07794920355081558,0.403917133808136,0.5574625134468079,-0.067982979118824,0.39605236053466797,0.6244066953659058,-0.04959383234381676,0.28029775619506836,0.5307143926620483,-0.05412924662232399,0.3507966995239258,0.5131308436393738,-0.08146799355745316,0.3713034391403198,0.5796754956245422,-0.07386468350887299,0.36252525448799133,0.6295167207717896,-0.060366783291101456,1
0.3072829246520996,0.8029711246490479,1.816813579580412e-07,0.36717745661735535,0.7383505702018738,-0.012067223899066448,0.4093508720397949,0.6467067003250122,-0.02884651906788349,0.441167414188385,0.5699772834777832,-0.050372716039419174,0.4639660120010376,0.48804110288619995,-0.06999128311872482,0.35129958391189575,0.4685121774673462,-0.01010297890752554,0.3678171634674072,0.3605022430419922,-0.03348902612924576,0.3749144375324249,0.2821825444698334,-0.04677727073431015,0.37320974469184875,0.2167682647705078,-0.05629488453269005,0.32079920172691345,0.4652843475341797,-0.02243017591536045,0.39781123399734497,0.4045487642288208,-0.06249282881617546,0.4310288727283478,0.4964410960674286,-0.07006294280290604,0.4286727011203766,0.5654975175857544,-0.06492820382118225,0.297412246465683,0.4879901111125946,-0.037386685609817505,0.37952959537506104,0.4542127847671509,-0.07797040790319443,0.4039926528930664,0.5569531917572021,-0.06813445687294006,0.3967541754245758,0.624200701713562,-0.04980899393558502,0.2801208794116974,0.5311641693115234,-0.053835779428482056,0.35001254081726074,0.5134367942810059,-0.08137938380241394,0.371385782957077,0.5794952511787415,-0.073883555829525,0.36362481117248535,0.6292709708213806,-0.0603434257209301,1
0.30802446603775024,0.8023257255554199,1.6943651814926852e-07,0.3667316734790802,0.7401583194732666,-0.012608859688043594,0.40929293632507324,0.6477271914482117,-0.02937772497534752,0.4416418969631195,0.5704323649406433,-0.050599873065948486,0.4634622037410736,0.4882844388484955,-0.0698489174246788,0.35123464465141296,0.4706932306289673,-0.011822161264717579,0.3679977059364319,0.36190393567085266,-0.035611674189567566,0.37557893991470337,0.2843966484069824,-0.04882596433162689,0.37437212467193604,0.21922409534454346,-0.058102041482925415,0.3205723762512207,0.467022567987442,-0.024009274318814278,0.3985517621040344,0.40445244312286377,-0.06510913372039795,0.4300084114074707,0.4985418915748596,-0.07263190299272537,0.4259944558143616,0.5694597959518433,-0.06697151064872742,0.29696619510650635,0.48905688524246216,-0.03877886012196541,0.3798125386238098,0.45664188265800476,-0.08017036318778992,0.40307027101516724,0.559398889541626,-0.07051848620176315,0.3953210413455963,0.62576824426651,-0.05187229439616203,0.27955132722854614,0.5312920212745667,-0.05497313290834427,0.34978657960891724,0.51210618019104,-0.08253827691078186,0.3711187541484833,0.5779776573181152,-0.07472091913223267,0.36389803886413574,0.6278603076934814,-0.060799531638622284,1
